c0,c1,c2,c3,c4,c5,c6,c7,c8,c9
57,41,55,2,40,69,43,88,21,82
58,10,1,35,73,58,5,68,50,48
36,79,29,47,95,94,94,54,72,41
8,53,38,82,86,9,54,88,79,86
19,15,42,83,65,16,10,21,11,50
27,59,70,67,17,22,31,37,38,78
34,40,12,71,78,70,90,54,26,85
35,84,68,49,74,2,66,90,34,19
53,61,79,2,3,9,94,92,98,87
37,9,58,18,17,39,38,31,15,21
77,60,79,17,77,24,9,38,68,81
2,42,54,2,75,56,38,69,14,66
96,74,60,4,32,79,83,75,16,75
5,30,19,34,89,88,6,15,4,67
89,96,60,53,69,20,66,50,52,86
90,92,77,37,94,65,14,18,57,70
73,52,41,49,66,22,59,18,31,98
26,45,35,82,68,76,65,71,97,26
78,81,99,21,19,44,68,40,30,79
52,43,42,33,22,95,90,16,10,73
64,17,87,50,33,71,53,70,57,21
22,32,80,47,34,72,35,21,95,7
0,80,76,41,17,10,47,3,8,19
76,76,82,60,67,8,5,30,17,87
83,34,15,53,6,97,56,59,43,11
11,81,69,85,29,79,15,41,59,45
86,7,85,85,51,14,20,36,95,70
75,69,69,61,11,87,16,30,24,17
28,1,21,35,78,92,81,29,67,8
98,84,2,18,63,73,9,47,49,29
46,84,95,73,35,13,95,30,86,71
32,43,2,21,58,35,24,4,92,28
47,2,36,7,93,50,57,77,17,67
1,6,95,40,44,78,51,75,56,3
63,27,41,81,63,13,16,63,30,92
3,76,0,29,58,76,88,14,67,89
53,44,25,9,0,47,18,55,29,48
62,26,75,96,16,38,63,35,22,41
16,55,0,50,1,80,31,78,18,20
54,38,99,7,98,56,17,97,41,21
34,35,84,69,76,7,78,80,52,42
24,24,60,87,72,89,55,51,78,11
94,79,47,20,78,44,18,26,75,12
23,15,90,88,78,6,4,71,60,71
58,53,36,51,53,49,26,74,8,10
3,87,38,82,89,11,5,89,39,29
91,96,63,51,29,27,82,88,71,40
58,37,85,3,71,16,4,55,80,95
33,78,50,14,32,43,54,8,1,25
97,61,36,44,9,66,88,92,71,36
49,22,45,21,46,84,82,12,61,44
74,38,44,69,68,62,34,93,60,32
43,35,43,57,36,3,76,27,97,69
83,17,85,62,54,58,27,90,92,84
8,17,89,88,54,11,6,15,50,44
24,70,95,60,83,5,65,55,47,9
55,1,45,41,52,82,47,45,13,3
55,65,47,76,21,95,14,69,94,66
70,8,83,63,37,19,13,21,90,74
37,72,74,17,56,2,79,84,11,89
91,61,81,97,71,62,47,44,1,5
13,80,21,59,24,30,37,55,59,1
28,65,10,16,58,49,78,68,98,80
41,71,63,6,85,12,41,95,75,46
90,55,77,17,82,87,25,75,55,96
8,88,87,76,52,14,13,43,79,10
8,26,57,47,27,86,38,67,7,85
46,2,14,49,30,30,39,93,73,4
64,22,99,34,74,23,73,55,99,58
39,93,93,89,36,22,88,61,29,4
36,0,88,92,58,45,22,10,40,38
91,42,22,92,85,49,77,43,19,5
51,38,32,39,36,45,80,91,75,13
34,85,26,19,43,86,79,22,45,25
70,74,83,51,71,46,2,83,71,64
80,61,55,96,11,63,1,22,88,7
92,50,0,83,55,36,19,8,17,22
94,52,14,94,95,67,90,53,43,95
13,37,17,2,22,68,35,68,84,84
74,15,72,3,54,30,74,15,88,39
16,65,21,63,7,10,67,39,52,99
64,14,88,8,88,87,82,97,65,17
72,78,35,80,0,71,11,46,66,77
90,26,57,46,55,28,12,93,73,89
11,3,98,30,65,58,86,77,53,96
7,78,30,43,94,59,88,69,72,40
35,9,20,54,1,90,52,27,99,0
36,12,50,17,45,11,75,74,76,71
85,19,77,79,49,34,55,73,42,4
23,44,92,10,12,14,41,35,25,23
82,40,84,99,80,91,83,30,41,61
91,47,32,3,21,21,48,33,3,37
4,78,14,24,49,19,47,31,13,53
95,95,92,48,43,6,77,4,71,21
30,9,25,11,2,13,44,58,37,29
54,26,56,3,32,78,23,73,63,20
45,98,43,48,84,32,25,19,82,91
43,7,11,40,38,34,44,27,52,56
47,31,82,42,68,91,5,36,55,55
93,88,71,25,41,68,26,21,61,42
48,64,71,35,42,27,14,62,33,20
45,41,10,78,79,65,84,17,66,46
94,38,93,13,58,52,94,11,63,16
81,3,19,35,27,67,22,54,93,68
28,99,7,20,82,53,77,53,21,44
88,33,75,35,20,24,93,35,26,98
92,61,1,69,58,58,27,15,20,70
42,70,51,99,94,0,61,32,86,41
87,95,3,18,29,23,9,67,89,61
31,65,38,4,18,45,35,5,59,54
22,67,53,71,94,98,60,88,79,86
83,68,23,60,21,62,5,10,37,59
46,27,1,44,75,23,53,77,74,15
89,82,10,92,54,58,22,14,69,91
89,14,80,97,62,3,18,94,60,86
62,73,90,30,56,13,4,89,92,34
39,97,32,72,40,76,89,49,98,48
58,70,30,64,32,13,70,0,23,49
35,95,88,58,75,61,34,15,74,56
55,49,34,36,86,63,24,36,99,69
26,50,8,8,80,97,15,82,32,83
57,27,38,94,90,1,19,12,86,23
41,63,85,61,96,70,12,43,75,6
93,18,36,54,19,2,99,94,73,66
95,54,17,79,61,40,45,31,30,17
31,26,81,7,96,10,25,67,33,67
41,58,40,0,45,61,1,75,92,55
45,5,62,45,87,50,42,44,41,40
90,42,41,79,14,4,81,47,27,56
46,24,11,45,19,26,63,34,74,61
53,87,90,0,52,23,11,23,33,32
46,32,7,71,96,98,71,27,37,85
65,72,25,91,28,21,70,26,31,62
26,58,60,17,26,28,41,52,67,21
35,11,9,64,60,37,58,48,71,56
99,19,31,39,87,9,3,31,5,29
91,62,46,44,47,43,70,80,75,42
7,14,0,39,94,38,42,46,26,76
71,5,24,52,28,33,8,7,40,86
91,91,32,19,1,27,11,27,65,92
57,88,54,15,34,17,45,88,55,57
99,90,44,17,65,27,48,84,52,22
31,60,43,88,73,70,90,18,75,39
28,36,57,1,40,79,96,28,2,75
17,40,48,32,94,5,10,82,62,32
39,24,4,3,9,50,10,86,41,64
26,66,72,78,76,61,26,25,2,98
41,60,45,30,54,58,89,31,56,16
92,10,6,22,53,20,69,30,11,45
14,4,51,21,78,27,20,8,42,27
19,37,15,70,42,73,30,97,27,15
29,0,88,12,60,69,70,15,94,87
77,51,63,12,0,66,5,80,74,20
37,88,43,36,83,24,40,54,66,84
83,50,63,7,92,57,17,5,75,31
86,83,74,84,34,64,31,87,13,65
40,90,67,18,96,4,82,49,14,53
52,77,98,46,38,27,46,61,33,48
85,22,69,87,49,61,45,56,45,45
2,68,40,84,11,78,77,94,26,38
93,61,98,15,40,40,77,3,23,1
22,36,49,74,50,4,23,58,55,58
58,61,60,73,69,6,32,69,87,38
66,29,3,23,19,13,39,34,99,14
3,17,62,6,60,62,72,58,52,4
59,56,83,12,54,49,41,31,93,41
47,24,54,50,26,5,73,27,0,2
4,85,69,9,67,65,27,72,26,26
47,10,38,83,21,25,12,65,49,67
66,87,15,45,77,40,26,90,14,54
84,79,36,58,65,36,49,11,23,15
65,34,16,41,7,79,15,40,67,12
2,17,51,45,20,26,74,6,28,48
70,51,24,11,83,95,1,47,19,48
13,8,64,19,83,1,25,75,7,42
64,40,72,60,70,76,12,56,98,5
62,58,46,32,47,12,84,8,94,56
26,69,98,44,38,37,60,21,80,65
5,69,12,55,61,23,38,23,89,65
76,95,83,74,83,2,11,96,6,56
49,40,95,33,22,37,61,9,4,95
90,69,1,37,44,84,57,12,9,46
25,61,52,81,73,12,62,83,53,1
68,4,45,59,73,41,5,39,34,20
41,72,73,86,36,36,85,4,30,41
44,40,67,24,52,36,14,13,73,60
13,72,50,21,42,48,42,67,32,88
21,11,80,56,18,52,30,63,28,69
2,1,42,35,32,17,54,92,16,90
46,26,93,69,80,0,55,20,78,83
75,1,40,72,86,96,75,65,71,87
19,33,11,56,20,58,90,41,16,90
53,16,74,6,1,28,2,32,45,74
0,34,97,90,34,63,51,6,95,16
22,97,95,60,32,22,39,32,30,80
84,86,54,10,28,61,56,91,72,65
76,63,70,25,27,78,73,14,34,35
71,0,62,70,97,80,71,73,93,42
53,66,63,38,86,94,20,6,63,18
32,74,24,20,66,46,85,30,40,52
15,44,63,19,70,61,83,13,34,93
7,43,26,58,57,56,9,88,55,32
99,68,68,87,28,15,58,46,82,75
98,1,46,29,48,36,99,73,58,95
87,71,60,26,93,66,20,80,82,47
98,25,53,20,74,84,29,86,37,27
85,66,44,88,0,10,30,85,98,30
26,27,68,57,7,14,5,38,14,67
61,86,18,61,45,81,90,27,97,56
41,33,66,67,56,91,65,55,51,73
87,8,61,29,7,74,77,6,43,7
4,72,64,50,65,59,31,65,42,57
26,95,13,98,46,94,81,46,84,68
51,74,56,86,19,9,54,29,54,76
79,43,21,12,17,20,99,44,33,16
91,82,23,50,18,62,90,13,36,69
49,70,86,23,1,16,77,92,1,78
51,1,75,56,66,93,87,34,77,75
18,27,20,94,96,46,56,31,44,95
69,36,14,31,12,54,60,37,36,16
21,43,39,51,80,86,80,66,37,53
9,40,19,2,48,54,15,26,77,1
74,36,47,27,55,40,70,50,35,96
94,73,29,11,41,30,71,53,49,69
92,87,40,61,11,58,2,72,79,16
3,56,89,89,60,97,39,41,75,76
68,4,96,90,30,94,22,95,73,49
35,79,21,84,30,32,27,92,70,36
39,15,98,87,45,43,25,88,76,63
7,91,74,36,68,18,93,67,31,99
75,8,70,83,65,25,22,96,72,65
53,65,98,51,51,17,61,28,34,3
88,87,75,12,31,3,54,34,53,48
64,54,13,8,95,4,39,13,53,69
33,31,72,92,51,83,30,8,45,88
35,19,61,74,46,83,82,0,90,51
12,76,52,67,12,33,92,46,97,44
82,54,34,49,98,88,53,46,32,50
20,84,50,79,5,73,62,67,4,55
0,17,14,64,35,88,77,63,59,79
88,8,1,50,72,50,16,87,66,89
38,33,4,3,53,43,63,49,48,86
84,75,96,74,32,83,41,75,59,19
86,80,9,68,1,93,81,63,33,22
61,92,99,41,19,0,38,68,70,47
9,27,28,74,15,89,86,49,46,33
53,20,23,98,86,42,11,78,2,52
27,92,16,53,41,75,85,53,66,16
10,23,34,46,69,67,41,80,10,43
75,85,15,83,23,45,95,58,49,77
40,50,94,24,44,12,61,24,38,42
75,11,38,27,63,50,36,87,32,74
64,3,74,68,7,58,10,72,68,36
13,35,47,39,8,48,47,67,52,6
0,69,56,33,64,19,75,41,58,31
10,24,21,4,40,80,26,15,82,0
3,0,47,89,17,73,91,50,13,86
72,10,73,64,70,77,57,68,96,83
27,95,33,6,86,23,83,66,16,97
26,26,79,16,37,97,32,57,28,33
6,97,91,11,81,68,32,75,67,91
64,53,26,85,17,7,7,41,18,21
53,98,34,85,54,24,30,62,37,47
69,69,97,16,1,89,11,49,11,1
65,14,37,56,88,37,6,30,30,45
95,40,53,86,46,59,29,68,48,43
61,73,15,48,89,7,75,49,59,59
9,24,87,60,68,13,9,13,86,66
91,28,37,56,60,10,13,92,93,6
97,99,6,25,93,55,81,18,94,89
27,60,87,87,31,68,0,14,77,93
1,82,85,99,82,21,80,17,22,72
66,27,85,23,71,12,45,80,34,10
66,83,93,45,61,59,50,68,13,21
72,24,3,95,47,75,41,66,85,77
57,20,29,56,98,5,56,67,11,30
51,1,93,3,2,75,12,29,13,86
76,91,32,70,61,79,59,54,95,30
23,10,40,59,20,95,49,44,86,78
23,35,43,76,29,15,74,33,24,4
13,47,48,93,75,91,54,86,54,17
4,34,85,17,94,30,53,61,37,9
72,48,97,19,98,56,29,39,35,86
48,5,99,42,90,28,29,92,74,11
39,87,75,69,96,73,11,74,12,84
29,72,89,52,63,71,90,63,55,77
1,65,40,38,99,24,18,46,16,7
5,88,75,2,29,38,51,64,27,90
60,65,31,0,23,40,21,73,59,98
19,41,44,24,37,24,73,79,33,0
87,2,66,52,26,71,77,82,82,44
99,84,27,63,4,79,72,53,51,30
70,62,80,25,44,39,49,6,76,56
53,73,2,61,51,22,70,26,23,90
21,36,91,37,37,46,74,69,90,1
76,32,79,41,67,91,60,17,65,39
38,77,44,50,87,83,76,18,32,69
85,97,5,9,48,79,89,43,29,52
26,88,72,58,85,98,10,81,47,17
88,54,58,68,91,98,90,42,76,54
71,59,56,94,13,87,10,35,50,98
89,20,28,80,14,45,17,48,97,50
97,55,43,24,52,28,83,91,50,84
19,73,12,12,64,84,36,40,50,56
74,76,33,83,68,79,21,30,22,76
76,86,84,65,44,81,96,79,37,20
87,31,65,40,66,31,54,12,49,14
52,84,83,76,58,30,68,65,11,61
51,84,6,85,32,24,58,12,57,2
91,46,81,34,99,72,17,93,23,51
43,43,47,71,50,31,77,78,53,52
56,43,15,8,85,37,91,83,12,50
51,68,6,2,81,46,34,77,34,6
88,85,57,90,84,41,14,50,60,88
82,8,89,14,36,44,94,29,95,14
74,15,43,62,64,3,87,29,44,80
73,85,48,98,72,14,86,73,37,4
55,64,72,88,9,22,28,92,34,32
99,24,84,5,18,27,26,36,83,73
61,14,27,12,77,15,42,93,59,76
24,22,46,56,29,57,63,47,48,35
72,41,78,70,88,48,73,53,91,97
11,44,25,67,57,64,80,74,20,0
1,63,73,30,55,67,60,77,34,70
87,83,92,55,26,45,70,56,45,80
90,45,40,90,87,84,34,34,80,77
29,15,30,94,62,3,86,13,16,56
49,91,78,35,16,26,37,18,62,43
96,41,49,30,43,77,2,34,54,26
49,19,51,27,62,82,69,34,66,24
7,33,75,12,43,36,73,67,27,57
65,56,31,39,12,92,52,87,15,29
46,2,64,44,82,92,6,8,7,18
56,30,20,13,88,53,70,44,26,45
69,15,55,7,18,81,12,62,87,78
31,85,58,59,32,9,88,54,59,30
15,72,89,25,68,33,31,17,1,41
20,15,32,99,35,80,83,59,8,13
98,5,57,64,47,57,6,98,20,2
38,80,86,85,10,7,65,41,35,14
66,36,14,16,16,62,11,2,67,73
88,73,48,9,8,39,70,64,82,72
82,72,34,70,42,85,15,29,35,54
44,45,70,38,3,50,28,87,90,31
33,32,34,87,32,32,57,75,27,29
62,0,89,82,34,7,34,87,32,62
41,78,87,77,93,72,70,2,72,0
96,3,80,55,3,37,56,39,10,91
54,19,6,13,21,29,7,72,15,51
2,90,44,6,91,5,42,96,76,32
98,92,75,9,7,92,67,65,45,46
80,83,16,85,85,40,7,34,97,64
44,10,65,25,73,82,97,8,43,99
35,44,47,24,68,11,79,34,11,60
79,77,73,42,4,80,92,45,51,50
90,56,91,33,82,56,18,20,89,39
20,12,74,24,8,24,46,61,28,12
24,5,1,45,21,91,8,0,43,11
36,2,90,90,39,36,95,21,22,56
19,12,73,69,44,76,90,33,38,93
27,43,85,2,44,99,49,41,30,26
85,92,55,95,76,43,76,50,86,68
66,19,13,57,60,47,24,74,31,61
2,92,99,71,85,29,88,5,75,22
26,1,49,34,51,94,50,72,74,26
30,59,80,77,74,66,2,10,23,44
64,55,3,42,17,77,80,0,22,81
41,63,16,56,18,98,4,52,15,93
21,95,98,40,99,26,77,6,82,12
16,56,34,61,45,71,99,86,62,37
16,1,57,32,95,80,86,42,4,29
13,93,26,68,75,20,47,46,13,15
55,5,35,10,64,33,88,17,44,80
91,15,73,41,64,60,64,84,21,19
74,8,67,48,15,58,79,78,16,76
89,57,97,50,29,76,0,52,97,51
89,83,83,45,45,82,79,64,2,33
44,31,74,7,1,1,39,5,45,66
86,47,22,14,38,74,98,83,30,73
21,98,14,5,58,18,52,75,65,19
40,55,9,80,96,29,61,94,49,90
1,74,65,76,32,44,44,23,42,16
62,97,29,78,46,85,37,11,39,26
54,34,95,23,16,26,96,35,27,84
26,37,44,35,41,91,12,16,68,87
4,42,95,9,74,5,55,66,96,14
51,20,18,81,67,19,74,14,66,31
64,10,31,4,99,13,25,43,54,37
86,19,79,16,53,49,83,72,64,78
11,57,37,88,28,87,57,17,7,8
69,19,34,49,47,94,38,94,30,61
87,93,62,90,40,58,77,52,83,51
61,21,86,77,26,64,32,84,19,25
46,97,69,85,81,99,24,67,45,46
32,51,16,66,24,40,85,76,73,11
19,95,99,11,86,61,97,24,74,62
83,10,89,55,83,3,33,4,19,21
32,65,21,7,31,25,22,19,84,87
44,16,3,56,78,38,92,9,77,60
46,79,66,23,78,28,78,32,69,13
14,58,53,22,78,28,70,82,56,4
16,86,17,22,67,47,95,12,82,14
32,10,23,63,46,63,23,73,80,13
3,69,61,84,71,90,25,6,6,71
64,45,6,80,68,73,69,31,5,84
3,98,28,96,16,59,6,84,19,65
32,61,92,69,17,3,49,66,32,34
37,62,97,56,1,45,24,1,80,94
90,45,10,36,9,38,85,86,17,13
37,27,77,34,56,83,36,47,15,75
43,94,83,93,85,52,46,47,3,79
84,79,95,31,37,31,62,0,47,67
52,73,1,80,43,31,79,71,39,83
50,36,15,69,87,57,99,89,4,54
33,0,73,65,64,61,14,40,36,42
46,73,59,46,11,19,72,9,42,71
86,98,56,90,93,10,97,97,29,78
88,38,67,72,17,46,84,17,48,7
95,55,99,18,38,49,29,98,71,39
84,49,18,32,33,28,75,63,58,97
86,64,19,62,70,51,7,77,68,48
14,89,55,60,26,42,63,75,86,19
3,77,47,56,52,86,92,58,70,63
47,73,11,44,88,80,33,48,16,13
30,82,35,24,40,75,54,15,34,13
25,7,13,84,5,17,45,26,14,56
57,53,1,50,87,10,44,23,38,76
45,12,38,12,94,43,12,23,76,9
56,65,26,39,33,85,21,0,20,15
49,10,86,86,77,79,84,27,87,31
82,2,80,62,11,40,99,6,71,30
33,29,48,81,55,28,62,27,11,91
6,58,88,17,18,65,1,41,75,89
96,14,92,22,91,94,5,40,75,0
17,71,37,30,21,37,21,66,67,33
78,92,1,28,94,15,47,30,41,84
57,15,66,11,9,17,37,59,53,28
26,82,1,83,73,78,13,62,44,30
26,54,15,83,81,83,75,61,15,62
56,6,71,75,81,25,76,51,32,7
89,69,14,15,16,47,56,40,39,94
21,81,17,11,15,6,69,29,1,1
33,5,31,58,69,2,70,46,10,42
14,1,57,25,46,89,92,40,92,27
36,68,6,61,89,42,89,52,95,14
37,56,63,44,7,4,42,44,74,94
3,2,76,28,15,48,0,3,50,1
65,78,94,14,55,52,31,6,67,68
93,11,22,8,37,63,65,98,86,73
76,22,57,38,99,17,54,56,15,71
19,20,1,97,4,46,45,1,17,66
15,81,10,26,19,69,37,69,78,90
35,45,6,8,27,36,13,10,10,17
16,65,69,39,91,50,26,1,23,0
9,85,71,34,62,76,62,52,59,55
24,85,58,60,72,45,29,97,74,63
90,66,4,79,55,64,18,59,72,59
64,67,6,17,88,5,21,96,40,41
3,35,51,78,55,86,8,20,22,71
20,38,7,46,11,76,5,98,46,8
13,21,92,34,81,68,52,68,8,50
48,59,79,69,72,63,26,82,36,39
30,48,95,28,82,25,26,2,39,91
80,6,77,31,6,63,13,61,91,64
94,9,44,55,51,60,13,96,61,35
1,83,73,35,17,96,31,9,18,24
19,15,50,33,14,85,45,5,73,70
24,82,55,60,30,40,11,65,88,52
3,96,74,66,56,25,19,5,71,82
92,6,82,72,15,2,51,69,23,38
95,37,10,13,72,64,22,15,48,82
96,58,88,89,67,64,46,92,22,59
14,36,31,77,4,93,91,33,90,83
42,97,19,21,65,17,40,37,93,4
41,87,56,93,90,58,10,2,18,96
97,8,62,28,11,87,70,9,39,75
32,97,61,51,97,75,86,15,6,68
40,41,17,12,85,77,95,0,55,69
54,20,79,3,8,44,11,64,52,14
11,79,49,65,11,69,27,89,61,74
25,16,53,16,20,88,24,6,39,42
5,73,60,4,83,48,59,11,26,1
33,49,58,19,2,21,8,70,61,84
13,8,25,57,96,63,8,36,73,56
52,48,79,77,19,57,40,65,79,53
1,11,86,6,17,62,11,89,45,39
6,12,14,55,32,92,71,99,10,42
45,61,74,58,38,99,67,22,60,36
38,31,76,66,89,88,16,92,46,79
11,35,84,73,82,51,32,34,6,41
93,62,9,76,26,31,54,58,82,39
85,96,60,30,57,71,92,55,50,80
2,14,16,40,22,57,30,16,78,43
0,39,80,1,43,85,6,74,9,93
80,49,97,57,56,98,86,87,39,41
44,68,67,14,65,57,59,33,20,78
49,58,92,99,49,43,12,24,4,94
59,84,49,99,25,87,82,25,99,18
73,54,33,89,1,19,2,83,37,80
84,13,97,35,83,79,77,8,33,1
61,39,54,47,63,50,18,72,28,65
21,20,82,47,30,72,51,59,20,68
92,86,28,98,46,78,44,55,24,9
80,54,97,74,12,87,55,22,90,66
60,88,70,71,17,37,62,69,38,27
41,44,81,34,37,2,12,10,62,67
18,24,83,89,88,42,95,52,63,55
25,23,78,67,78,88,56,19,68,23
38,83,55,76,96,0,32,52,84,89
70,5,62,56,62,80,66,65,43,27
22,80,88,45,33,61,17,37,7,89
60,41,82,95,16,61,32,87,45,72
42,72,69,17,93,68,3,4,11,95
33,48,37,74,94,70,19,65,91,82
23,78,39,33,89,30,75,53,31,36
30,73,65,10,43,62,81,26,63,94
48,80,74,29,96,76,49,56,65,2
36,49,40,16,97,44,20,11,7,26
13,76,77,50,79,32,6,69,66,37
46,92,61,35,39,41,85,1,5,43
26,58,18,80,55,14,46,30,52,17
17,11,33,9,13,85,73,95,75,30
46,42,18,5,30,52,79,97,79,26
21,17,42,39,96,42,19,87,43,90
95,77,37,71,5,19,44,5,87,65
79,12,78,24,87,1,68,36,76,4
65,50,76,40,9,40,29,17,11,50
13,50,31,93,90,13,10,60,71,34
72,37,61,64,33,99,63,85,55,81
52,60,43,62,99,22,25,25,40,72
77,43,14,69,3,0,40,94,18,12
26,94,69,17,68,1,52,58,76,8
51,13,16,15,64,3,22,48,91,56
61,54,12,41,77,4,67,89,60,36
14,10,93,54,27,74,95,14,38,9
22,78,93,48,7,33,26,83,68,48
88,77,94,98,81,64,19,0,5,48
91,53,94,4,38,5,45,30,70,84
70,13,65,10,27,24,80,55,58,7
55,57,2,95,74,37,31,1,1,19
95,38,64,92,72,6,79,81,50,98
0,98,60,87,31,53,56,36,54,36
57,5,87,89,67,37,19,12,24,78
65,18,31,94,54,40,32,62,9,67
30,95,43,11,85,2,1,18,79,77
48,60,8,99,12,97,6,40,24,46
4,89,29,45,36,45,94,51,48,37
7,4,42,41,98,57,33,61,30,11
12,48,45,40,32,47,25,79,93,38
99,27,3,95,56,91,34,74,33,46
76,31,21,31,49,44,11,91,76,73
21,96,96,25,42,38,66,36,0,17
49,20,17,76,85,24,43,76,70,84
68,13,46,41,54,95,11,41,17,24
85,86,54,31,23,58,23,44,10,84
29,19,83,18,36,39,85,45,28,46
36,0,58,24,1,6,25,30,5,59
8,25,35,48,23,22,93,1,7,56
39,13,17,82,7,0,20,8,58,6
49,72,30,79,92,49,86,61,66,26
27,90,55,41,74,67,88,14,25,4
7,59,23,90,31,2,35,55,1,15
44,50,51,59,95,72,80,6,76,13
60,13,28,91,0,44,1,13,12,48
0,41,22,50,98,17,19,64,41,56
47,87,6,84,88,83,41,41,58,62
27,4,34,24,94,77,91,80,3,7
81,74,11,70,68,17,18,89,78,16
93,66,93,67,56,6,42,19,18,10
86,29,28,57,14,34,84,87,53,5
2,67,84,0,11,81,40,18,33,34
39,76,64,6,79,7,92,51,86,96
83,10,60,88,94,44,33,5,55,63
3,69,40,15,69,65,33,56,97,90
59,22,21,44,45,0,12,40,24,39
21,0,29,55,40,22,58,83,67,54
89,24,15,47,15,66,11,24,6,98
96,56,44,10,10,57,13,1,53,73
79,90,54,62,66,6,63,69,44,32
94,94,65,58,8,21,58,67,67,6
0,28,28,77,44,31,72,88,1,38
87,44,51,72,38,34,29,60,52,60
87,82,64,53,36,83,20,33,40,99
75,42,18,98,43,33,7,10,11,31
43,28,63,22,81,8,84,36,32,9
22,4,80,88,1,99,18,56,25,98
68,95,79,49,17,27,3,4,84,45
17,36,62,53,2,60,67,48,2,38
40,64,66,38,54,43,92,50,12,23
9,58,59,54,80,27,40,31,85,32
53,1,20,23,48,51,41,33,68,57
59,64,74,98,86,82,74,11,46,10
61,81,16,78,61,95,92,25,67,92
52,86,74,22,75,20,94,78,62,0
96,13,96,37,49,53,49,11,68,65
94,50,31,22,89,14,95,36,32,11
23,5,77,59,11,78,81,52,96,62
42,93,32,71,34,24,86,14,0,46
46,20,80,19,15,5,55,23,83,6
79,69,45,21,37,20,1,70,38,67
16,88,38,86,28,22,44,99,93,74
71,68,66,66,61,68,15,67,58,58
93,87,50,80,60,16,2,37,55,62
98,20,69,13,71,62,0,13,26,99
24,18,52,27,91,96,34,56,81,55
43,90,31,87,47,49,29,66,53,11
66,65,82,47,12,30,0,45,42,60
46,28,21,3,83,25,26,17,18,16
74,93,96,41,52,23,28,26,49,24
34,5,41,71,68,69,48,67,35,94
23,1,81,76,65,10,67,43,87,50
71,95,44,57,44,45,88,80,19,60
86,4,33,70,3,75,12,19,72,21
94,71,56,83,90,13,94,34,60,44
58,37,90,47,55,94,94,91,26,35
70,55,77,8,70,49,3,9,24,2
92,71,8,57,36,92,32,91,44,56
99,76,40,67,20,63,41,46,3,66
75,28,91,87,82,49,65,59,48,32
10,45,89,45,49,89,87,20,63,31
0,98,99,59,17,85,73,29,99,55
71,43,34,93,12,10,45,61,23,71
82,70,66,22,86,93,89,27,97,12
1,4,85,10,85,81,66,26,21,15
41,57,76,35,82,32,1,74,66,24
82,8,58,93,25,96,25,42,15,21
71,75,11,34,70,6,79,29,35,27
7,8,53,57,79,61,9,61,70,60
10,19,17,21,50,86,81,83,81,25
55,52,19,84,73,61,52,96,38,11
91,84,80,47,35,44,5,65,93,98
97,11,73,96,63,23,76,19,81,99
82,58,92,7,45,2,68,6,78,0
86,5,4,44,59,49,90,61,1,62
94,99,16,28,48,7,96,64,35,39
54,22,96,45,68,28,12,87,8,24
39,35,66,13,37,53,88,27,63,17
76,23,60,0,38,56,44,61,60,49
77,71,73,69,75,36,63,42,54,60
57,37,82,39,2,81,92,72,31,57
8,23,39,2,74,92,91,30,10,27
10,84,80,13,1,14,66,52,81,65
43,62,6,36,72,25,63,0,18,24
72,61,16,12,65,34,10,34,45,34
17,91,59,49,69,94,5,52,14,32
84,21,70,44,7,5,62,77,65,86
72,8,6,61,14,61,29,91,71,14
6,24,87,71,62,8,55,95,65,11
72,8,95,69,41,27,80,79,66,88
43,13,67,73,81,17,33,66,84,54
94,31,60,33,19,45,47,96,11,76
75,19,23,50,75,31,90,1,25,1
14,62,49,8,81,69,99,26,0,6
16,69,49,94,30,94,38,91,45,91
75,97,22,46,87,81,22,29,46,54
85,54,6,44,42,47,70,61,35,8
83,68,33,55,64,69,70,98,37,7
57,98,37,88,70,28,41,26,72,9
46,64,68,61,94,79,70,90,30,57
87,95,15,3,34,17,80,61,36,77
9,1,3,26,27,20,43,44,5,55
44,54,32,50,43,57,43,3,0,45
83,0,21,7,91,24,4,37,98,47
98,29,4,19,16,38,9,65,78,95
89,47,23,45,76,67,80,14,90,48
9,28,80,91,68,5,82,22,98,47
76,1,73,15,24,64,93,33,41,50
82,85,70,11,22,29,25,41,66,77
95,21,18,33,38,37,91,82,85,80
9,20,2,59,93,10,30,61,18,43
94,50,29,56,19,83,34,60,80,94
12,64,71,27,54,38,5,88,64,4
54,58,85,97,3,76,81,70,56,40
40,59,92,29,52,91,47,85,96,37
47,17,76,13,77,24,63,59,42,7
8,47,65,75,20,99,56,81,44,63
12,70,68,33,23,91,22,58,82,4
44,62,66,42,79,32,20,32,76,43
73,77,29,25,37,1,80,76,92,64
97,56,83,73,84,5,29,48,77,77
22,77,17,76,19,38,61,83,51,51
0,42,79,80,82,67,53,53,22,79
88,79,46,59,67,62,35,22,97,82
9,91,78,83,78,88,68,60,48,6
20,4,94,66,15,67,6,36,77,59
53,92,85,97,27,50,43,38,23,69
20,71,16,56,24,61,63,6,94,30
79,89,48,57,3,94,39,83,45,92
61,43,51,56,22,83,47,32,93,72
17,15,91,81,72,63,91,42,63,64
26,46,54,48,43,51,71,97,67,45
70,45,4,0,14,59,47,55,34,4
73,39,57,66,59,69,99,86,62,81
66,95,60,22,20,45,10,48,23,40
95,62,73,75,90,67,99,70,86,47
66,39,14,75,64,25,26,71,57,32
10,44,5,64,24,53,6,69,3,76
97,38,50,93,3,93,19,91,28,27
